Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
"Population, total",SP.POP.TOTL,Thailand,THA,56582824,62693322,66174486,66353572,66453255,66548197,66692024,66902958,67164130,67451422,67725979,..
"Population, total",SP.POP.TOTL,Timor-Leste,TMP,740231,847185,996052,1013194,1030630,1048367,1066409,1120392,1148958,1180069,1212107,..
"Population, total",SP.POP.TOTL,Togo,TGO,3786942,4874735,5732175,5890414,6052937,6219761,6390851,6566179,6745581,6928719,7115163,..
"Population, total",SP.POP.TOTL,Tonga,TON,95152,97898,101507,102169,102816,103416,103947,104392,104769,105139,105586,..
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,1221904,1267980,1303141,1309260,1315372,1321624,1328095,1334790,1341579,1348240,1354483,..
"Population, total",SP.POP.TOTL,Tunisia,TUN,8154400,9552500,10127900,10225100,10328900,10439600,10547100,10673800,10777500,10886500,10996600,..
"Population, total",SP.POP.TOTL,Turkey,TUR,53994605,63240157,68704721,69515492,70344357,71261307,72310416,73199372,74099255,75010202,75932348,..
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,3668000,4501419,4801594,4858235,4917541,4978960,5041995,5106672,5172941,5240088,5307188,..
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,11550,18876,27642,28638,29481,30247,30993,31727,32430,33103,33740,..
"Population, total",SP.POP.TOTL,Tuvalu,TUV,9004,9419,9732,9764,9788,9808,9827,9844,9860,9876,9893,..
"Population, total",SP.POP.TOTL,Uganda,UGA,17384369,23757636,29000925,29991958,31014427,32067125,33149417,34260342,35400620,36573387,37782971,..
"Population, total",SP.POP.TOTL,Ukraine,UKR,51892000,49175848,46787750,46509350,46258200,46053300,45870700,45706100,45593300,45489600,45362900,..
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,1811458,3050128,5171255,6010100,6900142,7705423,8329453,8734722,8952542,9039978,9086139,..
"Population, total",SP.POP.TOTL,United Kingdom,GBR,57247586,58892514,60846820,61322463,61806995,62276270,62766365,63258918,63700300,64106779,64510376,..
"Population, total",SP.POP.TOTL,United States,USA,249623000,282162411,298379912,301231207,304093966,306771529,309347057,311721632,314112078,316497531,318857056,..
"Population, total",SP.POP.TOTL,Uruguay,URY,3109987,3321242,3331041,3339750,3350832,3362761,3374414,3385610,3396753,3407969,3419516,..
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,20510000,24650400,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30742500,..
"Population, total",SP.POP.TOTL,Vanuatu,VUT,146633,185058,214635,219956,225335,230782,236299,241876,247498,253165,258883,..
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,19861959,24481477,27221228,27670659,28116716,28558607,28995745,29427631,29854238,30276045,30693827,..
"Population, total",SP.POP.TOTL,Vietnam,VNM,66016700,77630900,83311200,84218500,85118700,86025000,86932500,87840000,88772900,89708900,90730000,..
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,103963,108639,107700,107423,107091,106707,106267,105784,105275,104737,104170,..
"Population, total",SP.POP.TOTL,West Bank and Gaza,WBG,1978248,2922153,3406334,3494496,3596688,3702218,3811102,3927051,4046901,4169506,4294682,..
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,11961099,17795219,21093973,21701105,22322699,22954226,23591972,24234940,24882792,25533217,26183676,..
"Population, total",SP.POP.TOTL,Zambia,ZMB,8143142,10585220,12381509,12738676,13114579,13507849,13917439,14343526,14786581,15246086,15721343,..
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,10484771,12499981,13127942,13297798,13495462,13720997,13973897,14255592,14565482,14898092,15245855,..
Surface area (sq. km),AG.SRF.TOTL.K2,Afghanistan,AFG,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,..
Surface area (sq. km),AG.SRF.TOTL.K2,Albania,ALB,28750,28750,28750,28750,28750,28750,28750,28750,28750,28750,28750,..
Surface area (sq. km),AG.SRF.TOTL.K2,Algeria,DZA,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,..
Surface area (sq. km),AG.SRF.TOTL.K2,American Samoa,ASM,200,200,200,200,200,200,200,200,200,200,200,..
Surface area (sq. km),AG.SRF.TOTL.K2,Andorra,ADO,470,470,470,470,470,470,470,470,470,470,470,..
Surface area (sq. km),AG.SRF.TOTL.K2,Angola,AGO,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,..
Surface area (sq. km),AG.SRF.TOTL.K2,Antigua and Barbuda,ATG,440,440,440,440,440,440,440,440,440,440,440,..
Surface area (sq. km),AG.SRF.TOTL.K2,Argentina,ARG,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,..
Surface area (sq. km),AG.SRF.TOTL.K2,Armenia,ARM,29740,29740,29740,29740,29740,29740,29740,29740,29740,29740,29740,..
Surface area (sq. km),AG.SRF.TOTL.K2,Aruba,ABW,180,180,180,180,180,180,180,180,180,180,180,..
Surface area (sq. km),AG.SRF.TOTL.K2,Australia,AUS,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,..
Surface area (sq. km),AG.SRF.TOTL.K2,Austria,AUT,83870,83870,83870,83879,83879,83879,83879,83879,83879,83879,83879,..
Surface area (sq. km),AG.SRF.TOTL.K2,Azerbaijan,AZE,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Bahamas, The",BHS,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bahrain,BHR,690,710,740,750,760,760,762,767,770,770,770,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bangladesh,BGD,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,..
Surface area (sq. km),AG.SRF.TOTL.K2,Barbados,BRB,430,430,430,430,430,430,430,430,430,430,430,..
Surface area (sq. km),AG.SRF.TOTL.K2,Belarus,BLR,207600,207600,207600,207600,207600,207600,207600,207600,207600,207600,207600,..
Surface area (sq. km),AG.SRF.TOTL.K2,Belgium,BEL,..,30530,30530,30530,30530,30530,30530,30530,30530,30530,30530,..
Surface area (sq. km),AG.SRF.TOTL.K2,Belize,BLZ,22970,22970,22970,22970,22970,22970,22970,22970,22970,22970,22970,..
Surface area (sq. km),AG.SRF.TOTL.K2,Benin,BEN,114760,114760,114760,114760,114760,114760,114760,114760,114760,114760,114760,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bermuda,BMU,50,50,50,50,50,50,50,50,50,50,50,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bhutan,BTN,47000,40077,38394,38394,38394,38394,38394,38394,38394,38394,38394,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bolivia,BOL,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bosnia and Herzegovina,BIH,51210,51210,51210,51210,51210,51210,51210,51210,51210,51210,51210,..
Surface area (sq. km),AG.SRF.TOTL.K2,Botswana,BWA,581730,581730,581730,581730,581730,581730,581730,581730,581730,581730,581730,..
Surface area (sq. km),AG.SRF.TOTL.K2,Brazil,BRA,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,..
Surface area (sq. km),AG.SRF.TOTL.K2,Brunei Darussalam,BRN,5770,5770,5770,5770,5770,5770,5770,5770,5770,5770,5770,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bulgaria,BGR,110990,110990,111000,111000,111000,111000,111000,111000,111000,111000,111000,..
Surface area (sq. km),AG.SRF.TOTL.K2,Burkina Faso,BFA,274220,274220,274220,274220,274220,274220,274220,274220,274220,274220,274220,..
Surface area (sq. km),AG.SRF.TOTL.K2,Burundi,BDI,27830,27830,27830,27830,27830,27830,27830,27830,27830,27830,27830,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cabo Verde,CPV,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cambodia,KHM,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cameroon,CMR,475440,475440,475440,475440,475440,475440,475440,475440,475440,475440,475440,..
Surface area (sq. km),AG.SRF.TOTL.K2,Canada,CAN,9984670,9984670,9984670,9984670,9984670,9984670,9984670,9984670,9984670,9984670,9984670,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cayman Islands,CYM,264,264,264,264,264,264,264,264,264,264,264,..
Surface area (sq. km),AG.SRF.TOTL.K2,Central African Republic,CAF,622980,622980,622980,622980,622980,622980,622980,622980,622980,622980,622980,..
Surface area (sq. km),AG.SRF.TOTL.K2,Chad,TCD,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,..
Surface area (sq. km),AG.SRF.TOTL.K2,Channel Islands,CHI,194,194,194,194,194,194,190,190,190,190,190,..
Surface area (sq. km),AG.SRF.TOTL.K2,Chile,CHL,756096,756096,756096,756096,756096,756096,756096,756096,756096,756096,756096,..
Surface area (sq. km),AG.SRF.TOTL.K2,China,CHN,9562950,9562920,9562911.4,9562910.8,9562910.8,9562911,9562911,9562911,9562911,9562911,9562911,..
Surface area (sq. km),AG.SRF.TOTL.K2,Colombia,COL,1141750,1141750,1141750,1141750,1141750,1141750,1141750,1141750,1141748,1141749,1141749,..
Surface area (sq. km),AG.SRF.TOTL.K2,Comoros,COM,1861,1861,1861,1861,1861,1861,1861,1861,1861,1861,1861,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Congo, Dem. Rep.",ZAR,2344860,2344860,2344860,2344860,2344860,2344860,2344860,2344860,2344860,2344860,2344860,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Congo, Rep.",COG,342000,342000,342000,342000,342000,342000,342000,342000,342000,342000,342000,..
Surface area (sq. km),AG.SRF.TOTL.K2,Costa Rica,CRI,51100,51100,51100,51100,51100,51100,51100,51100,51100,51100,51100,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cote d'Ivoire,CIV,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,..
Surface area (sq. km),AG.SRF.TOTL.K2,Croatia,HRV,56540,56540,56590,56590,56590,56590,56590,56590,56590,56590,56590,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cuba,CUB,109890,109890,109890,109890,109890,109890,109880,109880,109880,109880,109880,..
Surface area (sq. km),AG.SRF.TOTL.K2,Curacao,CUW,444,444,444,444,444,444,444,444,444,444,444,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cyprus,CYP,9250,9250,9250,9250,9250,9250,9250,9250,9250,9250,9250,..
Surface area (sq. km),AG.SRF.TOTL.K2,Czech Republic,CZE,78870,78870,78870,78870,78870,78870,78870,78870,78870,78870,78870,..
Surface area (sq. km),AG.SRF.TOTL.K2,Denmark,DNK,43090,43090,43090,43090,43090,43090,43090,43090,43090,43090,43090,..
Surface area (sq. km),AG.SRF.TOTL.K2,Djibouti,DJI,23200,23200,23200,23200,23200,23200,23200,23200,23200,23200,23200,..
Surface area (sq. km),AG.SRF.TOTL.K2,Dominica,DMA,750,750,750,750,750,750,750,750,750,750,750,..
Surface area (sq. km),AG.SRF.TOTL.K2,Dominican Republic,DOM,48670,48670,48670,48670,48670,48670,48670,48670,48670,48670,48670,..
Surface area (sq. km),AG.SRF.TOTL.K2,Ecuador,ECU,283560,256370,256370,256370,256370,256370,256370,256370,256370,256370,256370,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Egypt, Arab Rep.",EGY,1001450,1001450,1001450,1001450,1001450,1001450,1001450,1001450,1001450,1001450,1001450,..
Surface area (sq. km),AG.SRF.TOTL.K2,El Salvador,SLV,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,..
Surface area (sq. km),AG.SRF.TOTL.K2,Equatorial Guinea,GNQ,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,..
Surface area (sq. km),AG.SRF.TOTL.K2,Eritrea,ERI,117600,117600,117600,117600,117600,117600,117600,117600,117600,117600,117600,..
Surface area (sq. km),AG.SRF.TOTL.K2,Estonia,EST,45230,45230,45230,45230,45230,45230,45230,45230,45230,45230,45230,..
Surface area (sq. km),AG.SRF.TOTL.K2,Ethiopia,ETH,1221900,1104300,1104300,1104300,1104300,1104300,1104300,1104300,1104300,1104300,1104300,..
Surface area (sq. km),AG.SRF.TOTL.K2,Faeroe Islands,FRO,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,..
Surface area (sq. km),AG.SRF.TOTL.K2,Fiji,FJI,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,..
Surface area (sq. km),AG.SRF.TOTL.K2,Finland,FIN,338150,338150,338440,338420,338420,338420,338420,338420,338420,338420,338420,..
Surface area (sq. km),AG.SRF.TOTL.K2,France,FRA,549086,549086,549086,549086,549087,549087,549087,549087,549091,549087,549087,..
Surface area (sq. km),AG.SRF.TOTL.K2,French Polynesia,PYF,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,..
Surface area (sq. km),AG.SRF.TOTL.K2,Gabon,GAB,267670,267670,267670,267670,267670,267670,267670,267670,267670,267670,267670,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Gambia, The",GMB,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,..
Surface area (sq. km),AG.SRF.TOTL.K2,Georgia,GEO,69700,69700,69700,69700,69700,69700,69700,69700,69700,69700,69700,..
Surface area (sq. km),AG.SRF.TOTL.K2,Germany,DEU,356970,357030,357100,357100,357110,357120,357127,357140,357170,357170,357170,..
Surface area (sq. km),AG.SRF.TOTL.K2,Ghana,GHA,238540,238540,238540,238540,238540,238540,238540,238540,238540,238540,238540,..
Surface area (sq. km),AG.SRF.TOTL.K2,Greece,GRC,131960,131960,131960,131960,131960,131960,131960,131960,131960,131960,131960,..
Surface area (sq. km),AG.SRF.TOTL.K2,Greenland,GRL,341700,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,..
Surface area (sq. km),AG.SRF.TOTL.K2,Grenada,GRD,340,340,340,340,340,340,340,340,340,340,340,..
Surface area (sq. km),AG.SRF.TOTL.K2,Guam,GUM,540,540,540,540,540,540,540,540,540,540,540,..
Surface area (sq. km),AG.SRF.TOTL.K2,Guatemala,GTM,108890,108890,108890,108890,108890,108890,108890,108890,108890,108890,108890,..
Surface area (sq. km),AG.SRF.TOTL.K2,Guinea,GIN,245860,245860,245860,245860,245860,245860,245860,245860,245860,245860,245860,..
Surface area (sq. km),AG.SRF.TOTL.K2,Guinea-Bissau,GNB,36130,36130,36130,36130,36130,36130,36130,36130,36130,36130,36130,..
Surface area (sq. km),AG.SRF.TOTL.K2,Guyana,GUY,214970,214970,214970,214970,214970,214970,214970,214970,214970,214970,214970,..
Surface area (sq. km),AG.SRF.TOTL.K2,Haiti,HTI,27750,27750,27750,27750,27750,27750,27750,27750,27750,27750,27750,..
Surface area (sq. km),AG.SRF.TOTL.K2,Honduras,HND,112490,112490,112490,112490,112490,112490,112490,112490,112490,112490,112490,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Hong Kong SAR, China",HKG,1070,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,..
Surface area (sq. km),AG.SRF.TOTL.K2,Hungary,HUN,93030,93030,93030,93030,93030,93030,93030,93030,93030,93030,93030,..
Surface area (sq. km),AG.SRF.TOTL.K2,Iceland,ISL,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,103000,..
Surface area (sq. km),AG.SRF.TOTL.K2,India,IND,3287260,3287260,3287260,3287260,3287260,3287260,3287260,3287260,3287260,3287260,3287260,..
Surface area (sq. km),AG.SRF.TOTL.K2,Indonesia,IDN,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,1910930,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Iran, Islamic Rep.",IRN,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,1745150,..
Surface area (sq. km),AG.SRF.TOTL.K2,Iraq,IRQ,438320,438320,438320,438320,438320,435240,435240,435240,435240,435240,435240,..
Surface area (sq. km),AG.SRF.TOTL.K2,Ireland,IRL,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,70280,..
Surface area (sq. km),AG.SRF.TOTL.K2,Isle of Man,IMY,570,570,570,570,570,570,570,570,570,570,570,..
Surface area (sq. km),AG.SRF.TOTL.K2,Israel,ISR,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,22070,..
Surface area (sq. km),AG.SRF.TOTL.K2,Italy,ITA,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,301340,..
Surface area (sq. km),AG.SRF.TOTL.K2,Jamaica,JAM,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,..
Surface area (sq. km),AG.SRF.TOTL.K2,Japan,JPN,377800,377800,377920,377930,377940,377947,377950,377955,377960,377962,377962,..
Surface area (sq. km),AG.SRF.TOTL.K2,Jordan,JOR,88780,88780,88780,88780,88780,89320,89320,89320,89320,89320,89320,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kazakhstan,KAZ,2724900,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kenya,KEN,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kiribati,KIR,810,810,810,810,810,810,810,810,810,810,810,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Korea, Dem. Rep.",PRK,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Korea, Rep.",KOR,99260,99260,99680,99720,99830,99900,100030,100030,100150,100266,100266,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kosovo,KSV,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kuwait,KWT,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kyrgyz Republic,KGZ,199950,199950,199950,199950,199950,199949,199949,199949,199949,199949,199949,..
Surface area (sq. km),AG.SRF.TOTL.K2,Lao PDR,LAO,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,..
Surface area (sq. km),AG.SRF.TOTL.K2,Latvia,LVA,64559,64559,64559,64559,64559,64560,64510,64480,64480,64490,64490,..
Surface area (sq. km),AG.SRF.TOTL.K2,Lebanon,LBN,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,..
Surface area (sq. km),AG.SRF.TOTL.K2,Lesotho,LSO,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,..
Surface area (sq. km),AG.SRF.TOTL.K2,Liberia,LBR,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,..
Surface area (sq. km),AG.SRF.TOTL.K2,Libya,LBY,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,..
Surface area (sq. km),AG.SRF.TOTL.K2,Liechtenstein,LIE,160,160,160,160,160,160,160,160,160,160,160,..
Surface area (sq. km),AG.SRF.TOTL.K2,Lithuania,LTU,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,..
Surface area (sq. km),AG.SRF.TOTL.K2,Luxembourg,LUX,..,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Macao SAR, China",MAC,20,20,28.6,29.2,29.2,29.5,29.7,29.9,29.9,30.3,30.3,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Macedonia, FYR",MKD,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,..
Surface area (sq. km),AG.SRF.TOTL.K2,Madagascar,MDG,587040,587040,587040,587040,587040,587040,587040,587295,587295,587295,587295,..
Surface area (sq. km),AG.SRF.TOTL.K2,Malawi,MWI,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,..
Surface area (sq. km),AG.SRF.TOTL.K2,Malaysia,MYS,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,..
Surface area (sq. km),AG.SRF.TOTL.K2,Maldives,MDV,300,300,300,300,300,300,300,300,300,300,300,..
Surface area (sq. km),AG.SRF.TOTL.K2,Mali,MLI,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,..
